id,text,label,source_dataset,text_hash,split
fiqa_test_117,$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive,fiqa,87e8949eac5ab38258f71fcbaef8f49a6950d016d4cd8fe93a20f1c97853d0a4,train
fiqa_test_105,Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,positive,fiqa,db0d7c1f7d0a645604330d252becb012a3234804dd8314622cc6159867d6ea86,train
fiqa_train_401,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,fiqa,6bd21298e4e975c3b8007f5d277459a8957c862058eca366dd229defceb54f61,train
fiqa_train_312,$HRL ready to pop! http://stks.co/s0Ny4,positive,fiqa,513d043058f6e5de08c52f78447caa3e8615c5a909fc05fa7b6a76def752aa7c,train
fiqa_test_128,$ELN longs...congrats...another HOD,positive,fiqa,3f698d11049a207a2b5680c270c68c009b62e7be8807b8fd1117766d987fde31,train
fiqa_train_399,BP joins forces with Det Norske in Norway,positive,fiqa,df7236b2a20e8e1990945c9107d428703b923e28f22cc7777d3744b74b4bbdda,train
fiqa_train_27,Auto Trader share price surges as company floats on LSE,positive,fiqa,361d78ce4d9aee3e71e8393e0dbca812c537f2bf3bcbed28fa2c4ddf15b642e1,train
fiqa_train_688,$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,positive,fiqa,8546021151bd0eb6ce1d6c23e5d20e0138dcba753eac17655783028cf9d223b0,train
fiqa_train_956,Morrisons finance chief to fill gap as CEO leaves early,negative,fiqa,cc395da629164f9938e414edfc065613529d112f17e78ce2fc60d0033b97df4e,train
fiqa_test_78,$CTRP breaking out https://t.co/Z2je3rTKch,positive,fiqa,c05547cffe3fc42fb6183b900629f8b86ccb818fc5787febe6c52463f6ad8f81,train
fiqa_test_125,$tsla bad day to short,positive,fiqa,4b842b4d4c432c7775b1beb6b809ccc359823abb55810cd976dee0efa800eaa4,train
fiqa_train_381,NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative,fiqa,7e7037d91f29c36d9929e4a1e61d068628cd7061a546ef63cbae77a87bed9710,train
fiqa_train_58,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,negative,fiqa,8c9fd8df63262c540012194b311a0d4a0d7e831e3330af6b7e7edf2d27249f17,train
fiqa_test_30,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral,fiqa,fee9d7c9828e2b833b44940c131b6d90bb584935324e748a7bf911e10056956a,train
fiqa_train_876,@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,positive,fiqa,a495a40d08b67c514d952b1812c971d2c90ec97cc244b78ab12b9ae6b46f488c,train
fiqa_train_841,Morrisons faces festive sales test,negative,fiqa,2697c9712b703552480109ec535665ed4d97a3319d6b18575e6176f28115f1d6,train
fiqa_train_897,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,positive,fiqa,3ec702f0125530a7752f2be4e1631ea735aa3017aba24b922294525b9ecadafd,train
fiqa_train_419,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive,fiqa,3a44efbf548db64555aa2696a2eb8f3b01ce1bbe587bf5c422a8f08289452663,train
fiqa_train_271,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",positive,fiqa,08278a44582027e04e0c72743394220d2c1f8df7ff89e58d0ed82a5ebcba8256,train
fiqa_train_640,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,fiqa,19b3f884d725f31ef9e2c00acbd6007631e072b05bbb0ac6afe9a50024d83c2c,train
fiqa_train_275,$CHRM Loooooongggggg base,positive,fiqa,5efe0403d148b9b02f9e87a24800965a6901e6bd028a8b6bb8b2ea83bfc16195,train
fiqa_train_946,$VMW  Got a nice push today following small sweepers of May C this morning,positive,fiqa,24de0c40197b826f97a02cf7c7a4b454c203c837d19f669f353e149bfaeb21c3,train
fiqa_train_789,$NUGT longer term bullish,positive,fiqa,41583b72024823d4e200a2362368a86de463861aeb476d97f89e00a43de9f88a,train
fiqa_train_284,AstraZeneca weighing up Acerta bid to secure blood cancer drug,positive,fiqa,9e6ed58970e25ca08204e66867a7b61da5d0dfa5569e1964c2cbebdf29de6251,train
fiqa_train_15,Tesco sells half of stake in ecommerce site Lazada to Alibaba for ÃÂ£90m,neutral,fiqa,6a4d67e95527c36f51ef325b974d5dcb9b074d327f7eb481778ab9aa79981a85,train
fiqa_train_348,$WFT closng higher from here,positive,fiqa,afad45930569c1891b586726109e87b362c7c56fd57d673e3a0d37451917d911,train
fiqa_test_85,"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral,fiqa,20ea0fa8eb8f46f99e4898a11ae1a973b23aa742198de2a25f77af2c11aeda38,train
fiqa_train_1,$PLUG bear raid,negative,fiqa,fc2f53e6ddfd88d86d7334a2d997e7b2f2908aa73c270535eecaa24eddd5c028,train
fiqa_train_488,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive,fiqa,623ddb75910374f2a53741a53d206f8c20c1201cbfd76061bba94f0a4ab10a2d,train
fiqa_train_321,$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive,fiqa,013407597e6f4d21f4c5fe73cf61eb5b576e3ff78e60e70fd8d0c074f08c84ae,train
fiqa_train_523,"Tesco set to sell Kipa, Giraffe businesses - Sky News",negative,fiqa,ee241ae18a5f3823fa94e31df00ff2763757a7f16bf0da078e03b0681fb3ff24,train
fiqa_test_145,Intertek swings to ÃÂ£347 mln loss on oil's slump,negative,fiqa,137d30426fbe92fbff92459175e2ad08faa3033abbdf32870604eed87ff5d255,train
fiqa_train_931,$BBRY nice bounce,positive,fiqa,97f47dc482366245f0748a8afaad25710a846305aac781d3173a6beac092f6b2,train
fiqa_train_35,CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative,fiqa,df310615252e341ae32cc7af4ba9bd8c689dcc0018551ca1482a140c7c127f2e,train
fiqa_train_936,"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative,fiqa,3599625b0f42afe2a0357047fdfcbd6b8622d4878b0dcf5ed57372f0ce1e203a,train
fiqa_test_36,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,neutral,fiqa,5f66b743208092c8313b8836f26aaea4e15aadb137852be4e3784674ee7b3ddc,train
fiqa_test_58,Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,fiqa,675cbc7ad4688c57da9449944e23f4094a3e61b8cf9a072d653cfdb63c2e44bd,train
fiqa_train_533,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,positive,fiqa,f78c3cd98bc9b019f77fa8503357ff73901e0efc057a54a33122fb18e167d477,train
fiqa_train_99,$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,positive,fiqa,c95cf02a13e9606d32581cddcef0b9ae4e0e4d22666a52c01e2a7f88d9777ec5,train
fiqa_train_196,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,negative,fiqa,a5badd6e0c1c119bed4af80db118a22780338802fd1e5c4082afa098617c0696,train
fiqa_train_929,"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive,fiqa,289182328b7410f2c485599aaa76ee07ff35048c1a4098425de8b5dca61be5ec,train
fiqa_train_439,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral,fiqa,b266059801ed365c8102ee157d2b14707ab3838f69d5974f9f334b1c3587ef8d,train
fiqa_train_39,$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,positive,fiqa,18c3694dff6c0d9e231567f801b07e217a8a5b4a78a505bf10046846641500be,train
fiqa_train_895,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,positive,fiqa,0bb62d1a80a32333e5a85e41cf9950be1e9b0cebf99fc4b8ff6d7a59b2b3331f,train
fiqa_test_41,AB InBev to sell more SAB assets as seeks EU deal approval,neutral,fiqa,379b5036038602a2ed1663fab39748b8c66fd67afb20cdbb19818e8b18422c9d,train
fiqa_train_909,Industry NewsWolseley confident in reslilience amid mixed markets,positive,fiqa,a9bdf9ae37222f7af5ed2b28bbe4668a5efda29ee3e004eec98f5cd62f07b4b4,train
fiqa_train_945,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,fiqa,476eb9444f5688cf437a93884113723489ea71db2a706d4212204abe77729aa2,train
fiqa_train_457,GSK and Novartis complete deals to reshape both drugmakers,positive,fiqa,aa70265c5cda042a747ce252a0fbc24ffa78fb37b0090028ceb1d81bbde4eab1,train
fiqa_train_444,Royal Mail chairman Donald Brydon set to step down,negative,fiqa,105d12c00c58df762a084ee453db1858fa7da204c334ce5e8432060fbe633b92,train
fiqa_train_64,Kingfisher share price slides on cost to implement new strategy,negative,fiqa,18b0154622cfb9353c2ca425d8ab871e84f1469cd442878b0c0eaffd1dff9404,train
fiqa_train_678,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,fiqa,b4452c727d0bd6a09e49dd3cbedd67ff28b4bc71ba9bfc5c2aacddc1b7bf254d,train
fiqa_train_415,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,fiqa,621ad614dc02e6cacf23f5a4e3544dc6cdb71418ac56dec040cf2739355b710f,train
fiqa_test_135,Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive,fiqa,41ad8fee2f5e7939f74b44ce6f56f71c5df552162cde4301e458186bc4d1261d,train
fiqa_train_211,TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,positive,fiqa,9e4815eb466183b09c27cfecf58be2974909edd7d8918cb8e9252dd0c2c5e54c,train
fiqa_train_866,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,fiqa,22b58ba12f4c6b95d38323a269ddf1e251e52b3df1f725e749900d6745a25fa6,train
fiqa_train_395,$AMCN pushing highs,positive,fiqa,ca55608e8cb9839874fa7ee2a281a5711fefebb3dba8794984de6dd7a3cf4db6,train
fiqa_train_540,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,fiqa,fca6cf78a62803017954294d875685c7f2ec501924128b514c342a7de19a31b4,train
fiqa_train_105,Shell offers 50 percent premium to buy BG for $70 billion,positive,fiqa,25620ba2b05b5c8e2af4c60690df70a57a88cc7415e35ce2240874ee54acc193,train
fiqa_train_660,LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive,fiqa,2522b345c06347bbb4bf29f6eab4b5d7cb9777e5a2f90178aa31f2621e20dd0c,train
fiqa_train_832,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,fiqa,213f0da9a9a39bb662cab0ecd34a934125590e09e9662a76b46c2432212bc51a,train
fiqa_test_129,Glencore blames rivals for creating metals glut,negative,fiqa,e0955db51978d8154d1d2a1ceb077b6d6d9700fa41093ba6d649ac6a0eb0a6a3,train
fiqa_train_843,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",negative,fiqa,0b417234a71109cc788270935a27bffbe3e1de30acb12947be3736d2617ce445,train
fiqa_train_116,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",positive,fiqa,d9096288fcb9cff7bbebf893928361c2d2fdc86e05bb29ada3d60064dc72967e,train
fiqa_train_479,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,negative,fiqa,0012ff3ab10cf4a7df4077dc073e920fabb3ff83a69e418427baa50098113fc1,train
fiqa_train_608,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,negative,fiqa,002d3e6d2de8549eb8f7a9fc75047bfd58bb5acf066164f20751a04c4b2da9e3,train
fiqa_train_350,MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive,fiqa,fb421ed338106f25422b07a577765379a5045c6967c732fd135d2867bc8fd2cf,train
fiqa_train_330,Petrofac books further ÃÂ£30m cost for Shetland gas terminal delays,negative,fiqa,67c64674a2499e269e9da42dffac04689d5d30f5d7df606229f8f432a74f6516,train
fiqa_train_490,Chime Communications Set To Be Acquired By WPP And Providence,positive,fiqa,ec6ab3785a589292a5dd5e31693a2596b5030cb98468a01b15796789e2e63675,train
fiqa_train_161,"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",positive,fiqa,7820a763a6a4aa7fa96556e6dd0723cf8fe269165a5596bfd8d0e0a94212b1e3,train
fiqa_train_799,"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",positive,fiqa,2c0bfed3b1ce67aa60566fb4502844b0e44eedd2b9a0a9fc2f83866f3d51868e,train
fiqa_test_88,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral,fiqa,76e1c022a354ae25b6dce1cd5916b2068c5038f9e1ca8eadbaad02d1ddff2c68,train
fiqa_train_277,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative,fiqa,02c7bdf8eaf198ca69d2db75c0e46238736bc7cb5ad7162adffef87098005fd1,train
fiqa_train_459,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,positive,fiqa,589420e284eef2221eeb85915ca09806c3bab34bb9ae8502fe0568ffec76d93d,train
fiqa_train_933,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive,fiqa,fe55f1b1c72d3766e185b92a7cd3ef1b55795e4c95c372d9dacecf6b76c5e358,train
fiqa_test_27,GlaxoSmithKline starts hunt for successor to CEO Witty,neutral,fiqa,9380409ef2c8e49d1488e785102f1d20c14a56323bf3c8a1160acad3b8760d1f,train
fiqa_train_32,$isrg trading at all-time high after strong earnings report with 4 days of short interest.,positive,fiqa,5ee5a03a859017cfe1bad22b8e5ad00c2e72ecb15cc586e5241a2e77b25d26d6,train
fiqa_train_680,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",negative,fiqa,4e5b5e178a0792dad3c66d5df9fced80537f88d31eff2e48277d87102a0b5d0f,train
fiqa_train_920,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",positive,fiqa,c0c912f7a05485fef3a1829f5c77a8034071bc23bd7ac07b5bb673d2eb6bfce8,train
fiqa_train_476,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative,fiqa,4e5037cc5deface6dfc91c5688c6d94ac619b2759c7409b0e0bd0b3b5a02304e,train
fiqa_train_499,$YHOO making new HOD,positive,fiqa,5be754eddaa92086cfe4adcbdb367f56302b783c53c6958e1df535851edf1169,train
fiqa_train_14,"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",negative,fiqa,cd151ddbf1c004114fa2dfe2c5ff52b3cfaf0541949779d8e71d639e0949cb33,train
fiqa_train_720,for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,negative,fiqa,501053bc5bd17abd02922fa8447c44226cedf4ec8cdc9acdeb5b349a52a5c384,train
fiqa_train_785,Randgold profit hit by poor gold price but dividend still increases,neutral,fiqa,d706c9f313e7848a740c40b778cfb17ef1388b9dde5a825e43aec5d31781b482,train
fiqa_train_468,Shell share price: Standard Life announce position against BG acquisition,negative,fiqa,e4e61dc06f1a7d10b925c9f33b971a99acecda6202c27dfd5e1da7004e1cb479,train
fiqa_train_677,"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",negative,fiqa,f91d2153b14f6baef8d5dc8af435471d304d6bffa141f5bb88dc4fa366642b07,train
fiqa_train_85,$FB gone green on day,positive,fiqa,f061264759db4435566c6c540f4299aa97911e45cb73c755a818064ce442d4e4,train
fiqa_test_3,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,fiqa,e7f4500cefe24cd43c496a68c09719daa974f6635db0d2c630b3c003169455ac,train
fiqa_train_729,"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",negative,fiqa,8471e6a5cd67377956bebc89a50ac10b383a755bf9649889dd3e2ff7078d2a53,train
fiqa_train_704,Intertek Group announces strategic update outlining its plan,neutral,fiqa,70e035090277c94925d8fef04a63e7266b84b01e54d98862c6ce24984c612e64,train
fiqa_train_222,$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,negative,fiqa,c93184609a9330b2924e00cb7976b1bc51e6883a5b11b0ea35039b8b5e504a12,train
fiqa_train_314,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",positive,fiqa,c3a423d6b5a4e26ca3e8e9ce2d5382c016850873aea4172c8d92b92f5b09236d,train
fiqa_train_33,ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,positive,fiqa,71dcae7f714c20ffe3482ade99079e33ac65cf6ef120986b4d0568e5f5453749,train
fiqa_train_242,$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,positive,fiqa,dafc39c046605e01c5a898e9c577e90f07403d60207f3bfabbb5932cd7331692,train
fiqa_train_759,MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,positive,fiqa,9de13988fb869964930f1303419bc797dc1ab10783b665c0e83ddcc825fa71b6,train
fiqa_train_842,"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,fiqa,d63e1c6d2ddb86b701284f7a4011e571597b12f8ba8b724145ca5d893f039739,train
fiqa_test_79,Do it for me' trend underpins UK sales growth at Kingfisher,positive,fiqa,7a426f2194cc5eb4a32b8976d532c28d1ad421f349a4ca7a7d1ba53b10fd3f34,train
fiqa_train_616,$BOBE down $2.84  premarket,negative,fiqa,f440dab7218353c6af7fe2a52ca814046629f821531abc8f2f642e232f389bb4,train
fiqa_train_139,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,positive,fiqa,1131b21054bd56f46d211c51d58a09d59280467d4423e614b46e2222a99cd12e,train
fiqa_train_414,Tata Steel working with StanChart for UK unit sale - source,positive,fiqa,214e93ae9797400aa8e9165101829f6aef4461641a612f3f6b10a8a3bfa2ec69,train
fiqa_train_867,CompaniesCar insurer Hastings Group driving ÃÂ£180m IPO,positive,fiqa,8582108c689cbfddc6bdbf22bc46e004a0e334faf780cd74c59b2825e0507091,train
fiqa_train_164,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,positive,fiqa,1d5c990d7f625241060a7ffd8750012ce34b9ef57f34b3e8a4f2fae4fa6d7dbf,train
fiqa_train_734,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,positive,fiqa,5bf125ec64324afd82370db3e7dca5cd58613d07364a497b476a42804069eadc,train
fiqa_train_127,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative,fiqa,f7e4c4ba92e293ff54f20f3035a9031af9a9ca3d5d45f16267ccdf19fa640b56,train
fiqa_test_102,$AMZN Going thru the roof needs a sell!,positive,fiqa,c529edec30c51ec072f6b35fb1fc4b93d19a0a832a84b4401b030a712f6a3bcc,train
fiqa_train_74,StanChart and RBS struggle in Bank of England stress tests,negative,fiqa,f39310cb80b86d4270a829b021ac33eb9d63c78594740c984c2e75731d2d382a,train
fiqa_train_298,$INO back in this am small post,positive,fiqa,e92b2eed1b2b92a5e6cdc905e3358c884b104282ae39a129adcd00c5bd5daca8,train
fiqa_train_755,Standard Chartered Shifts Emerging-Markets Strategy After Losses,negative,fiqa,636e89deafd5eb46c73c47ab1411ae75f63e4efd8b992c052505a3b32aa9510e,train
fiqa_test_112,CompaniesDiageo stays neutral on India boardroom turmoil,neutral,fiqa,24359e1ee3fc1c869385d9d8b327bf3ada11501eacbcc32a10aa7191c8069b91,train
fiqa_test_62,"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",neutral,fiqa,4cbba722de4c2ce6f964fab001b59042a344abd855a5522b09bcdf250ea8f077,train
fiqa_train_525,ICE Said to Start Lining Up Financing for LSE Bidding War,positive,fiqa,ebc34381756253b44883e9dc3f712dcec9c93651529a625870afb2cebf80f85a,train
fiqa_train_361,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,positive,fiqa,e1b90ee393aa0d11e1e95aea13311fdbfad04cde3d110dcd3dfbb8d18dacd912,train
fiqa_train_568,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",positive,fiqa,03691e9ebed186e87dbeb4eea6ed0a6cce61b254d5baedbe1b0acfe72df954e1,train
fiqa_test_148,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,fiqa,6a71bf19d84d9564ca9ece13b300ae2481afddcee32b8e2d67929fc3efa5cf05,train
fiqa_train_163,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,positive,fiqa,98bcb77b51269be0462aa506d54d4cb524b89c548a808e134e278f365dcacd98,train
fiqa_train_151,"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",positive,fiqa,5ce49a76ee76e649064e90f0b9cb6c7ff4401cf7123e7484ff0caf35bb5b347d,train
fiqa_train_919,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",positive,fiqa,1600a114da78ed473357967fb92b5b3a7c32570a266b7aa87e199ef6af8016de,train
fiqa_train_709,Severn Trent share price jumps as Canadian investor renews pursuit of utility,positive,fiqa,bf4e305b8988762968f8aae2e52a972d99ac4b5796b898f6e655f03556ca7a8f,train
fiqa_train_771,AB InBev offers SABMiller $3 billion breakup fee,positive,fiqa,240947d94bc54ae347562be2023561918b914a523264d016d054e2d42bfd8f10,train
fiqa_train_506,"took some $ENDP long this am, using VWAP as guide",positive,fiqa,72551e08b228f80181ec41107f6ea626b680421b3759e4862b9d2aeed6b6ce1b,train
fiqa_train_268,$INTC finally some nice downside move... looking for the 31 handle to break,negative,fiqa,fd057cfb602ce60000bda7eef374a4d1f3228bca042bdcd4b73babf3ee7f9e08,train
fiqa_train_83,"$KO had missed earnings expectations for the last two quarters, so todayâs strong results came as a major surprise http://stks.co/d0RHF",positive,fiqa,dbc5b44ef34d3b08ec3eb16c6ac480bbf7950bf072ddd8d8b20b323bf19ecf5a,train
fiqa_train_606,"Broker tips: RBS, Croda, Sage",positive,fiqa,17f219221ff470618ef77daa4a116987e18a5ae27063ac89a85fc61d081a053a,train
fiqa_train_814,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive,fiqa,5474577154140f8939d7dad7d6c4d18a4804e8de8f9accfb492867dc92cf3a23,train
fiqa_train_194,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,positive,fiqa,a298122a6693439fc1c3d5f85a254c9282a3d377d571b85aa4d7c9f4e462beee,train
fiqa_train_662,"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",negative,fiqa,2ef86ea0473a1373c73d4f22aad990e3b466d5c211d4b87dd640a526e1bed3f8,train
fiqa_train_875,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",positive,fiqa,38ac36061d77036b8eebc14451df46b7048c0ef8b3f8b54ddec0009b45a365b3,train
fiqa_train_258,$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,negative,fiqa,75a3db003002e62d78b99f183389f7402762cc8a2ebdb7f723b5bc05162b7b25,train
fiqa_train_682,$TSLA recall model X https://t.co/b7izYa4BuE,negative,fiqa,d20a81f3485358002086c506f003ed75d986cfd98ff3ac420abdc28b47227308,train
fiqa_train_940,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,fiqa,3eaa2267ac356b6f3b4e81ea312a72cc53a505449540d041def9f6d8b053037a,train
fiqa_train_492,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive,fiqa,791dd3523213dd14832f3f1e3967b30f23bd765cefd92da427a01e3f3893a574,train
fiqa_train_426,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,fiqa,2475d4df5befe6c503f8439b6e5228d290d4fe364b20f93fef0f3ab661ed8b0b,train
fiqa_train_56,"FTSE 100 drops 2.5 pct on Glencore, metals price fears",negative,fiqa,1e42d8ec53e0152f8349619010e2f503c88bc99c5c64b12e7b475a6a637ec637,train
fiqa_train_517,$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,positive,fiqa,7647608d7ab562f249f321c4afcccba329949a96967acca6e7ee07aa3d875bee,train
fiqa_train_628,Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,positive,fiqa,c06eb8f1d1864f9998c092ebcf17fea99287e5a09dc4a89c5fbfd57f49fea230,train
fiqa_train_285,$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,positive,fiqa,65a092a9ec235355de91cf11b44b7bd96e65090646e3ac8203f23c3bc6e1af99,train
fiqa_train_665,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,positive,fiqa,42d3890ace3ff5f30a856134de6b6cc80c90442ec6b43159a681e99ede8cb182,train
fiqa_train_389,$aapl.  Test the high today and probably go beyond after hours...,positive,fiqa,c0e9941a9daca9d6af0bdffbf009487c89c71019c5bd8faf7729b489af177942,train
fiqa_train_427,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,fiqa,7a832083845de6860231d8f694e9a9e0a4611a14cc12047a7ef870b6830194b2,train
fiqa_train_322,$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,negative,fiqa,27f0948b353fdbb13f60163dddb2c516a4d3aec320ddbc478c60cb16799ef35e,train
fiqa_train_61,$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,positive,fiqa,bcced578441ba4b911c84c0c52e2383be2362b52863a1d800a2f852d2be4ff6c,train
fiqa_train_326,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",positive,fiqa,4632a453fbf96c5239d12878f9b080812901cbb7e597102bd9d4feb8b5507c0a,train
fiqa_train_288,$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative,fiqa,5a7fb52d0c40403fc790ae49feacd5b9d844eacd30044a1a19d7c5c364e35c48,train
fiqa_train_733,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,fiqa,7e399dcbb7d11bbacc1970c24d85de5ab29227ef5beae66c30c735e64d84d891,train
fiqa_train_727,HSBC Says Unit to Book $585 Million Charge on Settlement,negative,fiqa,838d0dac1b00e0c56965be7553cbe9dc90ca48932ae21b760d5869417e8c4590,train
