id,text,label,source_dataset,text_hash,agreement,agreement_config,split
phrasebank_sentences_66agree_2500,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",positive,financial_phrasebank,a5be77ce200d9fb1b8a9858425f1f3e58b885e9559e267e1978757ff875f5c63,0.66,sentences_66agree,train
phrasebank_sentences_allagree_705,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,financial_phrasebank,ab047109e6f3d181f8155e56782647a29a39b88e376bc569ae85dc7446eb3d1f,1.0,sentences_allagree,train
phrasebank_sentences_75agree_994,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,financial_phrasebank,ab073a4b2b67edaac95ae29c515514708bd748a349f104be06d94cf322fb54bd,0.75,sentences_75agree,train
phrasebank_sentences_allagree_226,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,financial_phrasebank,306988bbc73a486d35a25d88f4acfbba040abfbe596360aa5db1d3c983606623,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1480,The plant will collect raw material from the Baltic Sea region .,neutral,financial_phrasebank,51f7de56268b7b4c0d30485e32db31dd2383b8b9e0d024241b856770c7be14c4,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2231,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative,financial_phrasebank,15f96d21722dacae575997d55ac6420b9d65df8dfddf300c95637e93bbcd79da,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2042,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative,financial_phrasebank,0c856961a495d23e90a5a452e1eeaf27c967fd44b6ee5ecc6271ca2bb56c3d41,1.0,sentences_allagree,train
phrasebank_sentences_50agree_2979,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",neutral,financial_phrasebank,d57d26f3d8d3a35574abaf403de0bb488b73b6fad48ec023d6dc6ce954d73835,0.5,sentences_50agree,train
phrasebank_sentences_allagree_1030,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,financial_phrasebank,6a7b06fefe73e620f77a29e8f66c0ad57cdf4a34252e0d94d598ed13bd6bb5fa,1.0,sentences_allagree,train
phrasebank_sentences_66agree_4015,The repurchases shall decrease the distributable capital and reserves .,negative,financial_phrasebank,065fa5ae3ce634bfb3dba881d83259b12786b7efc77f9db90878d98351971099,0.66,sentences_66agree,train
phrasebank_sentences_50agree_2249,"Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators .",neutral,financial_phrasebank,b806c74013ced4ae6950fd71520a41eb77d298868ac562a0a10bb633f5e79ef7,0.5,sentences_50agree,train
phrasebank_sentences_66agree_3035,"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",neutral,financial_phrasebank,7fcf2f18ccf376c202d7fe99d375955ad89d7c906d27aaba6d82bc1ef43a71f3,0.66,sentences_66agree,train
phrasebank_sentences_allagree_589,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,financial_phrasebank,9b45d959a95b33cdc25f7f73f51d713bec024cd71a6cffd556824e95affa5099,1.0,sentences_allagree,train
phrasebank_sentences_75agree_2440,"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",neutral,financial_phrasebank,6abcb4dd1571220208e0d4b65dd3bac6ec02848c19bde96c00cc4caa9550df15,0.75,sentences_75agree,train
phrasebank_sentences_allagree_684,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,financial_phrasebank,b04b571ee2b9612b5a0a60e4381a6181f3c9233adcfc3d146a3a09b033a0423e,1.0,sentences_allagree,train
phrasebank_sentences_75agree_402,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,positive,financial_phrasebank,e5fd306de9bbe7e06f6e17579b28c607f8dec6577deddcfb937c553025f05f59,0.75,sentences_75agree,train
phrasebank_sentences_allagree_360,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,financial_phrasebank,f136c60282057b84bc709803dbee94f3fa76511078147154c93da339a60e9948,1.0,sentences_allagree,train
phrasebank_sentences_75agree_1655,"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",neutral,financial_phrasebank,fd89ad3e3f5622cfa668e231668fe9466e8795f4a8dc2f1f3bf784184190a835,0.75,sentences_75agree,train
phrasebank_sentences_66agree_1239,`` Nokia is just interested in bring Nokia to the market . '',neutral,financial_phrasebank,12020c46f02e8f4f3dc63f05267510c7ca68d16fe43c0b733bd63b0112bbb9b4,0.66,sentences_66agree,train
phrasebank_sentences_75agree_1865,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral,financial_phrasebank,fcdca5ec5b7f7902b7d81a361765a88bf7579d2b0e082d53cbe35ad812d2ecd5,0.75,sentences_75agree,train
phrasebank_sentences_allagree_1280,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,financial_phrasebank,393c6b207015cd95688cc5249aaefa513e000dad1425ee254a1e3fcae4dbbf4f,1.0,sentences_allagree,train
phrasebank_sentences_66agree_465,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral,financial_phrasebank,1ce2db7ab8179e6f254b77ac68de6339cd20d96ffa60484574a86bcf349efe16,0.66,sentences_66agree,train
phrasebank_sentences_75agree_168,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,financial_phrasebank,6aa841681c0d8d5086c5890ad269d15ef3654654de9719631b000439521dee56,0.75,sentences_75agree,train
phrasebank_sentences_50agree_1935,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",positive,financial_phrasebank,32e6f0151a22dd2cbb623540b5906f8ffea92d67c374b2a13f96833f534e9951,0.5,sentences_50agree,train
phrasebank_sentences_66agree_807,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive,financial_phrasebank,9191ba94e1b5776416f86badcb851ea6f7d7137125a21dda10f8f861c55b9e05,0.66,sentences_66agree,train
phrasebank_sentences_75agree_2650,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,financial_phrasebank,18b7df074d4cb6548104c0c40ec5301690bde2fb698da0771c9f0dce8febc329,0.75,sentences_75agree,train
phrasebank_sentences_allagree_436,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,financial_phrasebank,377af6826c5a269eb5759909c4e4d099dfc686d21fbd43e809f14820ea07ca91,1.0,sentences_allagree,train
phrasebank_sentences_50agree_4130,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",neutral,financial_phrasebank,db4150853e888e75a3129fb549e4376eb14da5c7fe6a3accdff40f42b6e0f674,0.5,sentences_50agree,train
phrasebank_sentences_50agree_2189,"Solvay S.A. has engaged Poyry to provide project management , engineering , procurement , and site services for a hydrogen peroxide production plant to be built by a Solvay-BASF joint venture at BASF 's Zandvliet site , Belgium .",neutral,financial_phrasebank,b7153780bed73f886de1ed437ee4346447f1f5192df1fc0e3d2c143b38c6190e,0.5,sentences_50agree,train
phrasebank_sentences_allagree_308,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",positive,financial_phrasebank,77cecb9536102a2afabb0f46307fa876e4c4cafbcfce948d0cdf4095fbb85ac7,1.0,sentences_allagree,train
phrasebank_sentences_66agree_1759,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants .",positive,financial_phrasebank,f97af77dda1298fbc5bc5b1fcc82e8e63d5c8dc5bbdc98357f8d9ec1227d8883,0.66,sentences_66agree,train
phrasebank_sentences_75agree_1664,Protalix has $ 42 million in cash and no sales .,neutral,financial_phrasebank,ad415e7443e14a51637f62289ebef691b4f9005f889006bd2667de64d34736e9,0.75,sentences_75agree,train
phrasebank_sentences_allagree_1357,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,financial_phrasebank,cd4942c06e1e260d3f02ba6a08eec6d32d7e0e62c6230cc3f05e2c25f285c402,1.0,sentences_allagree,train
phrasebank_sentences_allagree_998,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral,financial_phrasebank,855137f36ed4108cea3f11f7edcf9dcc562e46a17d5d8d0629a942522dbe48fe,1.0,sentences_allagree,train
phrasebank_sentences_66agree_1988,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .",neutral,financial_phrasebank,d0f8e5beff20aa293ef876ab2e2cb0ebcce96e2ef4650f51f6323e1aa5bfe5d0,0.66,sentences_66agree,train
phrasebank_sentences_66agree_1656,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",neutral,financial_phrasebank,1f99f9acce26d1a1c669c49cdec1963c77f330cd115d6b7feeec35c688935033,0.66,sentences_66agree,train
phrasebank_sentences_75agree_1853,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,financial_phrasebank,e3bc4472ca34ebbe2afe9fbcdd84dcc14c8cd1dfe1a1637d28c937cb1a834cd6,0.75,sentences_75agree,train
phrasebank_sentences_allagree_488,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral,financial_phrasebank,8d24907b7cba4cb63aa12d97fde6bf6cd4fa4b8b1f9f689f5b21f14f9ceb1b0d,1.0,sentences_allagree,train
phrasebank_sentences_66agree_1449,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",positive,financial_phrasebank,e82922ec0d999422c29aa8c8ca89fdb0372d6c7ae19cb2af6ca6f2161804c18e,0.66,sentences_66agree,train
phrasebank_sentences_75agree_997,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",positive,financial_phrasebank,db5bd12c3359734add8bd06273afd906d56d7a50cfbf6bb431c2451109c41e4b,0.75,sentences_75agree,train
phrasebank_sentences_allagree_191,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,financial_phrasebank,981a4b159c572ae9dfff2e20d33ab5645fc8ae1e3ca1efe7f2380b921e1fbc72,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1665,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,neutral,financial_phrasebank,2919fd922b8bfbeb3f5555c5853b3b841b48a9a7eec50950924682dee5957e94,1.0,sentences_allagree,train
phrasebank_sentences_75agree_1366,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral,financial_phrasebank,267262204d166a168dcdac8026a9db210071b26d73a90ef53b46ecdc8a8263b7,0.75,sentences_75agree,train
phrasebank_sentences_50agree_1657,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",neutral,financial_phrasebank,95a9aaded3bcc3605fdf4a1f78fa6d78a48bb54666348757035f4f4eeaae4e6d,0.5,sentences_50agree,train
phrasebank_sentences_75agree_1510,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,financial_phrasebank,40b37fa5b013fc288a240245b7b1be4a5f8672d63a22c6aea2df1d680d3a2ead,0.75,sentences_75agree,train
phrasebank_sentences_allagree_351,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative,financial_phrasebank,262a26eaf75667a36c008de8ac82478ba6993262f7da5044e40952bd94e92acc,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1085,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,financial_phrasebank,03ea08ea3f60df40b205eef1fd6eb2d81a7b4e43623c7e4b44cdd57a18118c6b,1.0,sentences_allagree,train
phrasebank_sentences_50agree_4237,"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",neutral,financial_phrasebank,1b889f4470b2955c32c8ed2cc45e1094fe01cc9bdb92f18c6856b56386a02093,0.5,sentences_50agree,train
phrasebank_sentences_allagree_1386,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral,financial_phrasebank,d45025baed5fdc76d24169d3270f75dc287a9a344e1aae37c2432c0aa38c60b7,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1056,The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,financial_phrasebank,1e860a7820c8c2fa8d5cf524e8e8464bf9ff63d55cca84be22d08d5671a78a99,1.0,sentences_allagree,train
phrasebank_sentences_75agree_115,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,financial_phrasebank,f097d1bc3bae5a12ddd15130ea31adc42a565b8e3753a1ce6a70e7898eecedec,0.75,sentences_75agree,train
phrasebank_sentences_allagree_106,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,financial_phrasebank,cf92bc5109532792d76906d610cf925ffde6cda10c3146fb4b12c2f0717b5c3e,1.0,sentences_allagree,train
phrasebank_sentences_allagree_939,Autotank Group is part of Aspo 's Systems Division .,neutral,financial_phrasebank,1e66bd981e1f47be5500b799f292f27f9d9845a85305fd7a1a71ca2d532b2a0e,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2051,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative,financial_phrasebank,1c5e194b847091c2e989962c87b4052125bf82b80fd5843c828cf7c8091911c2,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2025,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,financial_phrasebank,5b3c2acf3d11a6225c530829f7cd26463b3ad21cd13e528603dcec54379abba2,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1819,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,financial_phrasebank,3d112aaff48191c0dc8ab2fb75197a87a1cfa1d590a85180644995c7f38aae73,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2079,The products have a low salt and fat content .,neutral,financial_phrasebank,bc39411f086554d2d7003d56df7f1b7ae68036402846fcccb006267f8a16ac7b,1.0,sentences_allagree,train
phrasebank_sentences_allagree_931,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,financial_phrasebank,5ee813a6478f4c041ef30a676f9e42ad7c2f43d7da90e598fd09390fe8df6c2c,1.0,sentences_allagree,train
phrasebank_sentences_75agree_2963,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,financial_phrasebank,1821f325f82b36269e8b4b7fe69566d64fc4183208413a81e7b2eebd23b186ea,0.75,sentences_75agree,train
phrasebank_sentences_allagree_2201,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative,financial_phrasebank,8a6c68c94a3cdc2163e2c531f2d01eb73ccbfdf94754ae7808d8d612545209cb,1.0,sentences_allagree,train
phrasebank_sentences_75agree_1810,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral,financial_phrasebank,9694229984f23720eb83194d23094d7cc67187f93cea47cf7f64bfcc9b644eed,0.75,sentences_75agree,train
phrasebank_sentences_allagree_1629,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",neutral,financial_phrasebank,7ba372db93e39c33030eaf75eb926b220bde9e5322bb67e74a11f8b318c6ffe1,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1760,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,financial_phrasebank,555a06b0e9eeb1b18a86c3aa29c563f5e6ed012711e3f409fec5460c7384e79f,1.0,sentences_allagree,train
phrasebank_sentences_allagree_23,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,financial_phrasebank,6642b79a866c54ef3bf6536f4bd73a567c1b76807cc2d6d5b8d8ce8ea001441d,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1868,Finnish media group Talentum has issued a profit warning .,negative,financial_phrasebank,0d5c3d2e3a492dc3631e185611657574e7f9ae32354f16a58e16346ee14bb191,1.0,sentences_allagree,train
phrasebank_sentences_75agree_3101,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,financial_phrasebank,7b0d11c651f405c0b33f0599c686d6d8e274e13726cd4cac4de5d6de4402b025,0.75,sentences_75agree,train
phrasebank_sentences_allagree_257,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,positive,financial_phrasebank,cebd371a9557eaaaf875f5df96dc95175bf00113fede05b303dfda2e266f788c,1.0,sentences_allagree,train
phrasebank_sentences_66agree_3077,Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral,financial_phrasebank,38836d0876d65c7a938b7c24dc5cfb3522e5c17702d9078bf55b95ff3c0319a8,0.66,sentences_66agree,train
phrasebank_sentences_allagree_2093,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,financial_phrasebank,0a5fa7435b0141d11ab90d7eca9f6158155af9c48c51b10148b0483ebc9c759f,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1301,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,financial_phrasebank,430b6a0048c97943bb907045d463daf6a5e1b20702a92dcaa650950c295805b5,1.0,sentences_allagree,train
phrasebank_sentences_75agree_3100,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative,financial_phrasebank,25ab2fac15e3ad661a3e3b0c6aa4cdb8919f8d85150afddb40c031f423542693,0.75,sentences_75agree,train
phrasebank_sentences_allagree_1529,"The value of the order is EUR 700,000 .",neutral,financial_phrasebank,d23f8d237d28a7ba5dce9a276c8210f455a3c41165fe6729905d0366a1f5244a,1.0,sentences_allagree,train
phrasebank_sentences_allagree_450,This resulted in improved sales figures in Sweden .,positive,financial_phrasebank,0b15854ce45863eafa93327f07e0ce72294467acc107010f0b178ebbce7c9f53,1.0,sentences_allagree,train
phrasebank_sentences_allagree_68,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,financial_phrasebank,3a332b987166ebfed6324c0767520096fbaa87ced6b1da6b320a060f6b5f0dda,1.0,sentences_allagree,train
phrasebank_sentences_75agree_1890,"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",neutral,financial_phrasebank,217f59f0a68958fc2d1bc0935729f863ede77031803cc7cd4daf8e9fac122743,0.75,sentences_75agree,train
phrasebank_sentences_50agree_408,"Thereby , the company will expand its offering to North , Central and South America .",positive,financial_phrasebank,500672c0c4337e3aa84358c1c27cf2845407730c39c0f4c8c44a4d5b18e92998,0.5,sentences_50agree,train
phrasebank_sentences_66agree_1884,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive,financial_phrasebank,f56ac872043592d8454a6266c5c449fbb312fa087a133207862e076a87c7e164,0.66,sentences_66agree,train
phrasebank_sentences_allagree_688,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,financial_phrasebank,5ac3d301129fd61b38f45ad081122fc0efe9a43612cded1d1dcdc2ff78b5fd68,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2182,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,financial_phrasebank,5277a7acbde5ca47c3448b27e463d404ae4406a11c75d533106facb14d306e4c,1.0,sentences_allagree,train
phrasebank_sentences_allagree_2081,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,financial_phrasebank,ca88ee48ecde5d8fe23935053ecf672c03ab81738d23abe226af32d11ff8c4d1,1.0,sentences_allagree,train
phrasebank_sentences_66agree_1414,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",neutral,financial_phrasebank,532f905b1617f9999b1cebce79731c49c161b7caea6def69dff13fb63f8f77d5,0.66,sentences_66agree,train
phrasebank_sentences_allagree_231,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive,financial_phrasebank,ae453fe9284fc88f2ad4c2f1d1a792b7680317ba4afecc8024d44426928808af,1.0,sentences_allagree,train
phrasebank_sentences_allagree_225,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,financial_phrasebank,8c8128061ae5a3608f02fe1d510732c9bdc02b6556ede64ec2cdb8a406a5b036,1.0,sentences_allagree,train
phrasebank_sentences_50agree_1770,"We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk .",neutral,financial_phrasebank,f704efb6d9796a73dff19c5ddfb00b096b92133c354e760a0da486716e38d0a7,0.5,sentences_50agree,train
phrasebank_sentences_66agree_2589,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,financial_phrasebank,ef3361c5f242927338fa2c692c9f0280df18c9815ac7cc13a48c57af2a9acc26,0.66,sentences_66agree,train
phrasebank_sentences_allagree_828,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive,financial_phrasebank,d0b143331cb4a7bb5fcafe45c0dcb04a6bd4de04b412c95425788810d902cc37,1.0,sentences_allagree,train
phrasebank_sentences_75agree_60,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",positive,financial_phrasebank,18f7d3d6b3170ac33b405bec6ccac00d373e9e85547004348b62968f1570b524,0.75,sentences_75agree,train
phrasebank_sentences_allagree_312,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,financial_phrasebank,af9da0512ec724c26f992ea8fb9b8c355571b01585de2c746265d7c26b8e1801,1.0,sentences_allagree,train
phrasebank_sentences_allagree_1659,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,financial_phrasebank,f922a9720ddad1882ab49e88cffc93574f8d5ac123a4b188c0d703559bb3bce5,1.0,sentences_allagree,train
phrasebank_sentences_allagree_542,BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral,financial_phrasebank,0adb778b8baf6252e7e76f3c3c9510eb48939a28cb56919e787c1efe4d678d9c,1.0,sentences_allagree,train
phrasebank_sentences_50agree_1825,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",positive,financial_phrasebank,3a6aea2583a4e144815b0004f8c4ef6239e2dc85a51110725b83bc0e0d9dcfd3,0.5,sentences_50agree,train
phrasebank_sentences_50agree_394,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",neutral,financial_phrasebank,8b8283061d25c1606c99677ff5876861a111fe761931886a6f67a66cfed6f926,0.5,sentences_50agree,train
phrasebank_sentences_66agree_2071,Growth is expected to continue in 2008 .,positive,financial_phrasebank,21be0eda2ed6f5052c8480625cae1069380347f3d2fb9695679e9eacf3dc3dea,0.66,sentences_66agree,train
phrasebank_sentences_50agree_3906,"The staff reduction will start immediately , Glaston added .",negative,financial_phrasebank,4fd77b7434ffbda918ce02e93d2b8950ab0bfa67b767a8b86b8132899158c9c9,0.5,sentences_50agree,train
phrasebank_sentences_66agree_3145,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,financial_phrasebank,9d44589f888f9a01433c0add4aadd5d9b4095d9001dc4e8603c53665a452da83,0.66,sentences_66agree,train
phrasebank_sentences_allagree_1615,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,financial_phrasebank,01fbbe0db96de30075cfeb160f54817ee8bc7ce7b43a94f6d9faee4c40b6551a,1.0,sentences_allagree,train
phrasebank_sentences_75agree_1405,"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,financial_phrasebank,39d9d53d50a906e85d23f8b2e8e753b75106b839bdabb794d7c027cbbc2a7781,0.75,sentences_75agree,train
phrasebank_sentences_50agree_4208,It is the most awkward thing to use if you 're holding the phone with one hand .,negative,financial_phrasebank,c6403ba21f44319fe39a772b7125a2199fb8c98925dec01069acc35f2fb7285c,0.5,sentences_50agree,train
phrasebank_sentences_75agree_642,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,financial_phrasebank,b60c459559f0b14aecefab2d247965a9d9ca55d2644ecc43ca0944e9d9aa29ad,0.75,sentences_75agree,train
phrasebank_sentences_50agree_400,Pohjola could increase its stake to 45 % in 2013 .,neutral,financial_phrasebank,6a7230fb2c796451f407b60e2684e4788f18ee2156b367b64a164157fb04beee,0.5,sentences_50agree,train
phrasebank_sentences_50agree_4212,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative,financial_phrasebank,99e740dbfe13beda33c2a34fe0610b1b85e6c9cf3136502e30038a46cc8cde4a,0.5,sentences_50agree,train
